,Ocupacion_Porcentaje,PickUp_Rate,Precio_Competencia_Euro,Mes,Dia_Semana,Precio_Optimo_ADR
2022-11-19,60.41134953611446,8.415708900711863,68.94247203263247,11,5,91.36581658498137
2022-11-20,66.51444935740781,9.673988712065931,85.77498107285982,11,6,99.0724604053972
2022-11-21,67.45707015179596,8.85036244524765,73.93914785685145,11,0,98.66664149052119
2022-11-22,47.35340002024166,7.053363440824603,84.72994894045456,11,1,83.631669186213
2022-11-23,39.475949119981806,5.212552188308478,73.73053057844835,11,2,67.75037751596794
2022-11-24,45.59135180650417,5.207227913067331,77.70750855237159,11,3,76.59545987500513
2022-11-25,55.08493012502753,7.49950799370721,78.38577980829513,11,4,89.82228948864233
2022-11-26,66.83831573735786,9.394388769132767,72.15726866259337,11,5,92.66965032951272
2022-11-27,76.29215128460316,8.550073480256897,75.26799593812756,11,6,104.13491775902058
2022-11-28,55.98012566496948,7.3970061658800885,76.59953350799763,11,0,86.79258581726077
2022-11-29,41.93754763805418,7.231454596285314,84.45206803290259,11,1,78.90023170358779
2022-11-30,41.02340337662994,6.0112941606039545,71.32821347007864,11,2,75.95447299946959
2022-12-01,43.41922650112499,5.567735108308392,99.19309669567984,12,3,80.2255437369963
2022-12-02,48.45105457825839,7.587714197707191,83.60386362052631,12,4,85.19587721974484
2022-12-03,68.58688518983047,9.742748331567409,90.44269886543081,12,5,105.16648722283341
2022-12-04,68.67095013424382,8.237021047916665,95.08215805156863,12,6,104.83838904939496
2022-12-05,59.3506244800229,7.569750326042723,81.60383997112,12,0,88.54446035243933
2022-12-06,46.2263298041287,6.945562503418894,85.35104379520355,12,1,77.10096009146962
2022-12-07,45.16532695254643,6.918315187535658,78.26665044577108,12,2,83.81673653910302
2022-12-08,50.28285343326387,8.163924687669546,91.3028797663088,12,3,85.02420327304971
2022-12-09,61.58434024261186,8.399297815355553,87.3962037667971,12,4,101.67673036010488
2022-12-10,68.2696752515774,9.542613303235244,80.76759087922147,12,5,102.85684114313082
2022-12-11,78.17136899754558,10.511791824112114,81.43337383866438,12,6,110.94549308968227
2022-12-12,56.57393735219191,7.986210758149022,95.56278649812695,12,0,94.61202790806462
2022-12-13,48.42615941226767,7.07619994072048,88.06726271120758,12,1,85.10431626599447
2022-12-14,47.11698546316555,7.424509793709619,87.78861506335987,12,2,83.66215225457555
2022-12-15,47.68247435508438,8.292444903112985,97.85213562385583,12,3,89.85731741959592
2022-12-16,62.0613529564593,7.922489886137507,95.0673208152219,12,4,103.38613043134717
2022-12-17,59.31832312268808,7.928144234840723,95.97978481247307,12,5,91.96348620578807
2022-12-18,70.06943340734422,8.960620477639623,89.43419221634436,12,6,108.8273594065875
2022-12-19,54.613028554421234,7.905163390621035,83.08010016791793,12,0,95.2650354285449
2022-12-20,52.16586087770059,6.813039829020408,91.45553362174033,12,1,92.66961204729708
2022-12-21,50.10417677189237,7.8037702687896315,90.95344648951426,12,2,92.49438847399874
2022-12-22,44.62565455321634,5.648763261339741,79.87722775724485,12,3,85.00795678709771
2022-12-23,54.51456595965306,7.863131728883424,86.07029682320729,12,4,89.68202646615845
2022-12-24,69.46612153844931,7.737059071531543,101.88493168563443,12,5,103.91339912029034
2022-12-25,67.05193163038885,8.16367575986148,97.73123843033184,12,6,103.24234350113565
2022-12-26,67.84231425210402,7.024651305973253,80.45138416130055,12,0,97.40126845019053
2022-12-27,43.799856733354474,7.9313196375494535,88.26058392122104,12,1,81.94243436173319
2022-12-28,35.78543794592301,4.646706674805129,80.19868072626751,12,2,70.74692944899955
2022-12-29,47.39114392101593,6.42741219871236,88.9198771038379,12,3,78.8307370310311
2022-12-30,65.7081752965669,9.935943059762277,84.99399867774046,12,4,102.93310024386128
2022-12-31,66.58151556035168,8.052200148460972,84.33095819632919,12,5,99.79766140576638
2023-01-01,65.09982931969418,9.83849712605388,101.03883619549997,1,6,102.2693768684296
2023-01-02,55.79937294121413,8.13931117752726,99.28426685715824,1,0,89.11894945920245
2023-01-03,48.00890157061034,8.019975699496053,99.63648181355512,1,1,93.52782582985691
2023-01-04,49.33203468795462,6.614603672689106,113.45798188323758,1,2,93.95639541570975
2023-01-05,44.42864271075902,6.101394998883951,101.90538060165431,1,3,88.45963854181618
2023-01-06,52.35329164880263,8.380353930188258,108.08009026464654,1,4,91.9531235175114
2023-01-07,74.22448237367935,9.521812601720962,100.58544092539732,1,5,109.01491418386512
2023-01-08,68.03132758875303,9.109845483757514,114.86597183861585,1,6,115.38872099890828
2023-01-09,60.36169438306249,8.592051156492062,103.0327342853334,1,0,108.09476588088114
2023-01-10,49.099972616740274,5.904249362224111,114.09318083453577,1,1,88.31249431196264
2023-01-11,42.11288692709353,5.700334757394793,93.06658823629364,1,2,83.06467089502269
2023-01-12,47.31577435806912,7.229643670259376,100.71524441009713,1,3,89.20003094906377
2023-01-13,56.84509969246899,7.918966785884687,108.3104662147897,1,4,105.06697491232488
2023-01-14,60.23858774233902,7.631415589325702,110.91212463709445,1,5,105.34827271660834
2023-01-15,65.32015910691142,7.838155694532741,108.84357572847446,1,6,110.82784919336592
2023-01-16,63.353855175969365,8.40132002877391,99.38032881880561,1,0,100.3516387009914
2023-01-17,46.07506884463715,6.923394942189065,107.30981668104154,1,1,90.14012471997486
2023-01-18,46.7189566411705,6.5903224441598764,107.9383567799911,1,2,96.51730850681983
2023-01-19,41.608327769697496,6.558932533517517,100.24032100620548,1,3,88.57310346342594
2023-01-20,61.34445627212784,8.494621145655376,102.6409406137037,1,4,108.04610523755223
2023-01-21,73.41868700719216,8.322215396128861,111.52011038611602,1,5,118.10892738319122
2023-01-22,68.42908682112355,9.797692493962812,97.86911819872125,1,6,111.54200208054002
2023-01-23,56.27387687371139,7.461470802797483,105.02496105518169,1,0,97.92356851582318
2023-01-24,42.00237452444859,5.8235641734575845,109.7187955862338,1,1,87.4013677614261
2023-01-25,40.87925928847369,5.44216686206704,92.74733251444913,1,2,74.92284347999848
2023-01-26,46.8404837150353,6.339687567078897,113.34006075196709,1,3,86.36344407019337
2023-01-27,50.503474794474705,7.118615572736285,107.46292764435299,1,4,93.5947866511262
2023-01-28,69.41635220347902,7.888153383293606,109.90303640752789,1,5,115.40278277907291
2023-01-29,66.21988085400275,8.602046717622812,97.84256642013902,1,6,99.71558003921713
2023-01-30,61.94037730436786,7.2984868195262855,86.03644199567297,1,0,93.07748666464359
2023-01-31,50.511308496585904,6.398886612168965,100.75445906821113,1,1,98.48719636391466
2023-02-01,35.28647043745459,5.297028084500495,118.98089588799971,2,2,82.96994267008844
2023-02-02,46.12416704101597,6.402208130459696,121.94876114963898,2,3,94.63051526961998
2023-02-03,57.634973415971245,7.947747677291844,119.45701119647262,2,4,104.7255368280006
2023-02-04,69.61497459107287,8.251831565843823,124.38952721547764,2,5,119.4243500413806
2023-02-05,74.19691128575865,9.849893159024056,118.0360365232064,2,6,124.34135924967524
2023-02-06,58.86655654068757,7.839090322249394,122.82249972901283,2,0,109.22305950642307
2023-02-07,46.49724831152141,5.843147560934295,124.03858942043068,2,1,98.60344899901716
2023-02-08,49.699814540200585,6.997255925719225,116.68047575415649,2,2,99.20746577286424
2023-02-09,46.557406813739945,6.162945515327788,123.89702359061795,2,3,101.24565510504317
2023-02-10,49.452188644016104,7.228656524632524,117.13523848389924,2,4,102.89447744081332
2023-02-11,74.02414473760385,9.39810941579694,118.51015741983353,2,5,123.16464803709657
2023-02-12,67.1873698243717,9.495263871475197,121.07438987730622,2,6,117.85140609700008
2023-02-13,62.4476670110143,7.804621207763297,116.90693230316045,2,0,110.90557952004491
2023-02-14,53.693152001199195,7.071813566569079,124.65046796736381,2,1,108.39737685840961
2023-02-15,37.09975449129012,5.98302145171054,114.08185832825119,2,2,89.41153482640507
2023-02-16,49.37745294810186,5.835905622902558,115.41026698151022,2,3,90.33790547878877
2023-02-17,63.7506628889733,8.137490662554399,113.51313389554608,2,4,103.58723988155265
2023-02-18,61.221235537706775,8.549581469702051,104.57093724152666,2,5,104.38424144405502
2023-02-19,70.6374481789513,9.414778467379673,120.75134573341897,2,6,117.35422597808265
2023-02-20,57.201041020615925,7.609545823551791,98.06527576137843,2,0,95.3196203700302
2023-02-21,59.79298767773966,6.672466976651084,117.25956324458525,2,1,100.57770889630805
2023-02-22,49.39144295058272,6.991899865566602,116.59200387122772,2,2,94.90025832209507
2023-02-23,42.92990236132539,6.46452010453446,112.95611946864622,2,3,89.34874492690051
2023-02-24,48.46093737088003,7.928108937363294,112.49214514208445,2,4,94.81692494989142
2023-02-25,68.06419211833384,8.281041737220425,120.30384819477042,2,5,118.10164320585439
2023-02-26,67.58258203258424,8.11966790245522,113.2349738594206,2,6,101.7825358406156
2023-02-27,59.52311734431382,8.657820614578824,123.54128385467723,2,0,111.93348504935607
2023-02-28,50.16128245278543,7.654073554838424,115.97475197359886,2,1,91.57945241507956
2023-03-01,43.71195327203541,7.192084310022434,124.96437297319322,3,2,99.39499695408183
2023-03-02,48.959721939681515,5.046796826631563,127.05332548427064,3,3,94.04406509386217
2023-03-03,66.22918033844898,9.696156258459549,124.53569778062166,3,4,112.15215406449393
2023-03-04,63.026082369817175,9.02143905011416,121.4123078330933,3,5,111.17935047815057
2023-03-05,67.83772224048249,8.316186843962502,124.92909186133528,3,6,110.47573843639108
2023-03-06,69.72533597747177,8.72494319221662,120.77171173170294,3,0,121.64705145243333
2023-03-07,48.29751923950231,6.158315213000966,117.43022665893652,3,1,94.75819013445906
2023-03-08,40.36318442559046,4.364159088514441,131.21037851682047,3,2,96.68231603265905
2023-03-09,45.58169454021417,7.642833512293742,121.73108696859558,3,3,94.56242702163797
2023-03-10,47.80320758133074,7.576514302346981,123.38541529742493,3,4,104.27185517595862
2023-03-11,65.31333135244056,9.076478650431875,118.17838353678172,3,5,113.16918099684159
2023-03-12,75.88640324333835,9.867310052695828,116.55067962851733,3,6,131.70007032330005
2023-03-13,58.439025004840126,8.466344133890727,113.81316602013482,3,0,105.98117811936059
2023-03-14,55.46279859589274,7.485010589916927,115.31683483984514,3,1,96.82056221739343
2023-03-15,37.21161736963689,6.1481919089449235,127.02857554132578,3,2,95.25049675381982
2023-03-16,42.88418864276797,5.978965371503394,115.23910767342835,3,3,89.80455151463727
2023-03-17,51.80095069598687,6.792003860983731,119.32732482057092,3,4,97.25449627919326
2023-03-18,60.37119002996652,7.771353690934866,124.58778119200524,3,5,111.65795362945192
2023-03-19,71.7147872660848,9.681398898086124,123.5416780515449,3,6,126.43872913039567
2023-03-20,58.79449340820124,7.214945903640119,127.04301978035927,3,0,106.0535772530461
2023-03-21,49.64794008121438,8.19264474473875,121.70989703126729,3,1,104.68141992863187
2023-03-22,49.70944934283963,6.9700816117511035,119.72317393989982,3,2,90.15749390587362
2023-03-23,40.89456192357626,7.014734671231768,121.0492539643217,3,3,93.63467297688096
2023-03-24,51.88141848212746,6.238121380476619,117.82412513620208,3,4,95.20779642648212
2023-03-25,69.84152898954216,8.866434204336135,125.38654006216558,3,5,121.6172151398365
2023-03-26,67.80552273694317,7.523264724646038,119.9155447961003,3,6,112.231002502513
2023-03-27,63.908862528390785,8.9354353707518,116.28503662071175,3,0,115.59352986974338
2023-03-28,44.145222863049774,5.682001045941552,111.5376203317491,3,1,89.83951125031653
2023-03-29,35.863115771507786,5.206598269685246,112.17053458804436,3,2,80.50880753058637
2023-03-30,45.44058073789028,7.004940179607026,123.12576374837745,3,3,90.87861157930047
2023-03-31,61.263142375563454,6.58024351256896,129.5700059019728,3,4,114.75770499179694
2023-04-01,77.8722010008169,10.069554680062033,109.02756674780774,4,5,115.54681614565496
2023-04-02,72.55483232497527,8.537940059875028,111.85074343767005,4,6,113.20728969511462
2023-04-03,59.41079725235509,7.421633027398165,116.27033489928154,4,0,107.51392791531204
2023-04-04,55.5579227050636,6.98052973397672,122.69427430898756,4,1,107.09992215187478
2023-04-05,37.483351918279496,6.5062817931810715,112.95908262468453,4,2,83.96888207796965
2023-04-06,39.80850497313165,6.258635562270484,118.98501734102598,4,3,84.19374169232337
2023-04-07,60.05766729700206,8.389814807736663,103.64353818394132,4,4,102.3516478164987
2023-04-08,73.52377511427908,9.332840746071458,119.93595578181205,4,5,114.17192854425123
2023-04-09,61.20260538018751,8.159939614965563,119.06136148123221,4,6,107.37045134630297
2023-04-10,62.98765340259798,9.046419275287821,110.8296432072199,4,0,104.17738240615152
2023-04-11,45.58538931233403,7.81590825926736,109.8728252783354,4,1,91.7454388947035
2023-04-12,43.73904404481353,6.302469519690353,117.49495580811165,4,2,91.14996399077779
2023-04-13,38.70612428783672,6.937706350177264,108.15155175455091,4,3,82.01406242363598
2023-04-14,63.06062051431174,7.8521426973796,118.43508966111132,4,4,112.29537132400579
2023-04-15,71.10941251325622,8.889400516867076,111.6919196348947,4,5,109.41188308452524
2023-04-16,73.53075356064296,7.794815141255505,112.27189251763942,4,6,106.6124377115626
2023-04-17,65.67899025490023,9.3006279716161,122.89839699619068,4,0,117.22319434209828
2023-04-18,41.29428192684746,6.271993613298525,115.32607292208768,4,1,91.81715676082283
2023-04-19,35.97730559463072,5.767291910947762,118.27239584487519,4,2,84.00987767864326
2023-04-20,40.574649854827975,5.571524256746745,109.35892322128771,4,3,81.23071067199056
2023-04-21,57.18457441791857,7.542944374303961,115.52697762196696,4,4,108.59684190348189
2023-04-22,66.78898862533713,8.812423643703124,122.99201612952649,4,5,112.95329098891862
2023-04-23,62.111756433971976,8.662647782010882,120.03545276785377,4,6,109.30493189703456
2023-04-24,55.559481346856586,6.7291948865609506,108.94693034839608,4,0,95.98731055931366
2023-04-25,56.52660032205664,6.702072117308562,121.88553819078967,4,1,103.08083925433132
2023-04-26,43.15358365714248,5.001802536032899,114.89308639007866,4,2,89.08749611012936
2023-04-27,46.30284055913454,7.24575735431091,117.49255999823603,4,3,97.37785110866427
2023-04-28,48.33616917984936,5.499186823948663,113.84804821404009,4,4,90.44814782324767
2023-04-29,67.29825592926096,9.123014641845778,124.14867642377074,4,5,113.87615117874614
2023-04-30,67.24773109110247,9.061925878981507,103.65247854702744,4,6,112.33157725219417
2023-05-01,57.418918286264,8.473689222839777,105.83324591921175,5,0,95.2583763112746
2023-05-02,51.59147646878532,9.11054741608716,110.15345115795581,5,1,101.04920950522914
2023-05-03,43.09472529273352,5.805097030719201,109.16976149404645,5,2,85.7560501970396
2023-05-04,41.075078636204665,5.691593389515489,93.73913767424227,5,3,81.18892313562947
2023-05-05,54.29637025591767,7.83035182916465,109.40471260030974,5,4,104.68821049742989
2023-05-06,64.72960194491097,9.446627514601202,107.37672838718997,5,5,106.7469899176241
2023-05-07,73.14026859944688,9.038958389364215,116.29657290308168,5,6,112.79117121363592
2023-05-08,69.75661570025304,9.319555141815963,104.08022351886085,5,0,113.57959123207073
2023-05-09,39.10223439289711,4.940286519868359,95.85107176263246,5,1,82.33532071003344
2023-05-10,41.45906093151872,7.563807401041857,118.19318947063809,5,2,92.77258264583787
2023-05-11,39.292905904530244,6.382883330199276,108.93758452772184,5,3,87.66549529821305
2023-05-12,62.36011200886688,9.205159627775249,101.94971288866387,5,4,101.34035097148777
2023-05-13,63.28859619471761,8.6246935723348,107.07958698238608,5,5,108.63654518964209
2023-05-14,65.51926169172825,8.591761713476552,107.87708366419773,5,6,104.73410668313305
2023-05-15,49.91386612841051,7.757842164578513,109.92720333369682,5,0,95.39589747399903
2023-05-16,42.009210240908914,6.83022699065939,99.50612022632993,5,1,83.86655339833054
2023-05-17,44.51514981887683,6.176583726964273,104.20228040359194,5,2,84.73409342067855
2023-05-18,44.83989458665763,5.642335034426523,110.5420380702778,5,3,90.87292780179133
2023-05-19,53.13841298829891,8.283333760537577,105.54287650260068,5,4,95.73235519484457
2023-05-20,72.23979891848917,8.43213086023309,103.41895670716136,5,5,112.8826062728406
2023-05-21,72.96165346301453,10.923029615681507,106.46646507304871,5,6,111.49994918023198
2023-05-22,60.66265116819949,8.832360225498556,98.31785107870093,5,0,102.60613538652723
2023-05-23,55.51651100061724,8.135967315629866,103.87841828835572,5,1,99.27277566775797
2023-05-24,42.32386160672563,5.95602989995016,99.84383894957365,5,2,76.88528290898404
2023-05-25,46.54913380922682,6.454203807930059,90.59253177082113,5,3,83.1143194852319
2023-05-26,60.10171509223744,8.015106101994872,101.25472541673977,5,4,100.77570245392972
2023-05-27,73.42875367697646,9.720984772256006,112.64395513236373,5,5,125.36860332826006
2023-05-28,72.34948471424131,9.753454008422764,103.00311994978055,5,6,110.34855661848107
2023-05-29,68.29455148469143,9.860306602497246,97.29544963519116,5,0,104.01822420395939
2023-05-30,54.093071782818065,9.204408838425799,114.65365699447854,5,1,106.35198015539537
2023-05-31,38.17416322632048,5.852818217908849,95.02356697901362,5,2,78.27254664998449
2023-06-01,60.7091853937458,7.963714332955064,95.75870860831435,6,3,97.45200718854348
2023-06-02,74.38893916640069,9.869316297575358,91.29550850873159,6,4,117.20502858420055
2023-06-03,86.4047877449592,10.352340415959807,91.28532563906376,6,5,118.29562985973047
2023-06-04,83.54433539700555,10.843720776448109,90.7968346796491,6,6,116.94773526117638
2023-06-05,90.91374634029359,11.255294423720569,81.52564660400904,6,0,121.94490787572101
2023-06-06,73.99544242307056,7.964484854204902,100.37103927566781,6,1,114.02447450986807
2023-06-07,65.26122289114248,9.643731948727776,82.2079183375091,6,2,104.64783248507885
2023-06-08,61.32092184355969,7.910745280538765,89.62222991371453,6,3,94.63010874710986
2023-06-09,74.63092388161733,9.97353377542637,88.35390123375588,6,4,101.67271739386095
2023-06-10,94.30653537949534,12.277808307838075,94.43173490444299,6,5,130.5977690702862
2023-06-11,97.74572078518287,12.419912020109996,80.55098508030775,6,6,124.70685397080659
2023-06-12,78.48461041418379,9.475079335647278,85.90996638866768,6,0,106.42624723592562
2023-06-13,71.42548826126148,8.904508982768476,101.61460558234614,6,1,107.10887658867509
2023-06-14,61.71829401324207,7.813150537725018,96.03317133576525,6,2,100.05706171493868
2023-06-15,65.1579904804483,8.917571264220397,90.17078996478928,6,3,97.88688641961495
2023-06-16,65.95920511784651,8.49228348640755,94.50099996560894,6,4,102.15436832554761
2023-06-17,91.55537304631997,11.693141947192622,96.27321174059958,6,5,130.40853140958637
2023-06-18,82.58534557579057,11.252609423776068,89.83507862764245,6,6,126.70310393036156
2023-06-19,81.9939342635368,9.113355734108179,90.64748192951623,6,0,117.27689406435223
2023-06-20,69.79989312284879,8.633775535172461,88.0394508655203,6,1,101.00180215644858
2023-06-21,64.12457975619424,9.0449287426026,98.66779076062868,6,2,111.31904447314524
2023-06-22,64.23113106266291,6.951625786667712,95.06006979026927,6,3,96.63387483852435
2023-06-23,75.00612242277458,9.49922726407881,89.17694492930814,6,4,110.45295897262785
2023-06-24,79.4216404878393,9.442439621620116,81.3748183165729,6,5,104.51656764674648
2023-06-25,92.653817846598,10.720904720556952,89.16548893987198,6,6,123.04124848343392
2023-06-26,79.6786358721892,10.336445560373477,88.87897294124512,6,0,119.00490364695662
2023-06-27,73.27849610504397,9.235491941468641,80.72620175732338,6,1,105.95412075943295
2023-06-28,61.71415317700703,7.578640476853801,84.85329803296474,6,2,90.48201289761302
2023-06-29,66.36465272865253,9.701694124899134,85.18285480014971,6,3,104.00793633034911
2023-06-30,81.25205760953664,9.290574755224267,84.75962816272532,6,4,114.40572777912848
2023-07-01,92.36364125640516,11.595136828053905,67.88396915067038,7,5,119.84987419391925
2023-07-02,91.6573135551867,11.44229588607394,70.22563820573245,7,6,111.62696820112156
2023-07-03,78.04342124411232,9.44872119275728,72.9233017714694,7,0,107.03369489793383
2023-07-04,66.97661987707603,9.453672629049612,74.4436390764161,7,1,100.32239927795224
2023-07-05,60.93322067058242,8.214820312264791,72.54763664234332,7,2,92.22959001512237
2023-07-06,66.42225084196068,8.469561702921567,72.91858346133021,7,3,85.99073162459361
2023-07-07,75.44075868397607,8.811313305893682,74.14750072372931,7,4,100.35061712606466
2023-07-08,100.0,12.640720504977505,69.53020955937251,7,5,121.32081648698541
2023-07-09,95.6047844683075,10.708258777795283,81.6614356737614,7,6,130.34946320439025
2023-07-10,80.28845653423694,10.54870160492531,77.16573047972358,7,0,109.1461383016685
2023-07-11,68.70830639447159,8.195724828893193,65.49519394864666,7,1,94.10835198570533
2023-07-12,58.60005989650887,8.194123370700188,83.73255887721673,7,2,96.84039571223849
2023-07-13,69.04190812245844,9.27863451012829,81.64157688777992,7,3,97.98478191714989
2023-07-14,78.7348646340439,9.531643941198345,80.88679249635986,7,4,103.3505605351906
2023-07-15,81.42867487705102,10.9126201146224,71.16058394117441,7,5,104.80372165244262
2023-07-16,89.18416901968797,11.107248187592493,79.40505677290301,7,6,119.31444717513924
2023-07-17,76.50878031160114,10.386361576093446,82.04170260344902,7,0,112.75569937973613
2023-07-18,60.14432531546207,6.735149886261796,72.81262237963121,7,1,84.80472619386994
2023-07-19,59.34489514869171,8.840577255800538,79.12914094403993,7,2,97.6748842034224
2023-07-20,51.09884034261611,8.269345289982411,69.98213144359002,7,3,88.32065179074198
2023-07-21,80.90537771802738,11.258061298880177,74.86035894014226,7,4,118.98067849751615
2023-07-22,89.05468246542173,12.443293692632297,80.43626659182203,7,5,124.1343436990592
2023-07-23,82.5067358923142,10.46794713446887,75.74215183661093,7,6,108.6904236103262
2023-07-24,79.65524601181629,9.375610419026982,70.15358637209621,7,0,103.01983743918386
2023-07-25,64.16790764301062,8.67771326465985,71.31223946172916,7,1,94.23172106106423
2023-07-26,57.3369574495986,7.449349270920948,78.52500853740685,7,2,86.93379349967735
2023-07-27,54.48599233053305,8.176970815598448,68.52581748196215,7,3,73.17404334330014
2023-07-28,73.47736176994493,9.182110468573038,70.51582931669819,7,4,106.21700208988804
2023-07-29,95.33670023193679,12.136124751778226,65.06247326468394,7,5,116.24394871911271
2023-07-30,86.69788185024395,11.078105359702441,74.04268335888464,7,6,117.32151412773366
2023-07-31,80.88402854770047,9.968704870106231,72.90243746333421,7,0,108.04300573291442
2023-08-01,66.13743384809787,7.338917476938761,61.02120998618289,8,1,84.67126222784668
2023-08-02,66.84248685176523,7.890935695960094,78.94695216504098,8,2,97.39467642746918
2023-08-03,62.06006009184496,10.023262297729648,69.88887157297663,8,3,98.57400531294752
2023-08-04,76.47762959583218,9.729734830927743,54.439560609427964,8,4,89.92651526989964
2023-08-05,88.0131919326638,11.49476956832693,70.95466574706877,8,5,113.24134659435717
2023-08-06,94.9878588777016,11.951541246452951,61.192604971529406,8,6,117.08263675905499
2023-08-07,76.47826029603561,8.724194057781784,74.83949584442293,8,0,98.25531933250367
2023-08-08,65.87110549880113,8.514763578897155,64.58301119288816,8,1,85.00256600030951
2023-08-09,49.4577923982382,6.206019343374344,62.92872063939927,8,2,70.31272942560646
2023-08-10,67.84154526165462,9.040724344009694,59.84157587259416,8,3,94.16860352375072
2023-08-11,75.6324699836479,9.659531123097178,58.80235892750975,8,4,101.94798281380703
2023-08-12,87.89013954760011,11.547654901183478,53.338286578770905,8,5,103.71554510877573
2023-08-13,81.49330756378451,10.954706746721369,61.69365951912219,8,6,115.89822009735292
2023-08-14,76.54423930973726,10.509990073032062,63.52865635527121,8,0,103.24041918178487
2023-08-15,62.157514967708096,8.055547728415473,73.77719068458347,8,1,85.5135467013846
2023-08-16,62.019848184994,8.289149023484553,66.67582044567841,8,2,84.57294799267272
2023-08-17,68.59313072100646,10.050493867617632,58.27479385279667,8,3,92.14328795862568
2023-08-18,77.89161624143668,11.04956302285113,57.612024670918395,8,4,103.58130885623744
2023-08-19,85.77817187964583,11.168590138834983,61.84914485364031,8,5,101.34321102879827
2023-08-20,94.75630741849989,11.419401583428463,66.35014756159083,8,6,121.20232922508478
2023-08-21,86.654447356806,10.119875972004165,70.82648563887722,8,0,115.83367072957196
2023-08-22,59.144936322925425,7.068481993787856,63.223803012507375,8,1,86.0762409339392
2023-08-23,67.95874880341817,8.81414191764333,72.057773018539,8,2,95.99209912046753
2023-08-24,57.75092261520405,8.14364217296497,75.2924684762758,8,3,85.80609987015663
2023-08-25,71.46677793385852,10.57645527085051,55.34655122731659,8,4,99.84761434170649
2023-08-26,80.16386669098216,9.775572975884483,61.745705170809615,8,5,107.56386146465482
2023-08-27,94.70881130924927,11.91229370166696,54.39397210771857,8,6,115.00601572583348
2023-08-28,79.67792099985621,9.582744703659905,57.471175145979835,8,0,107.87174462783278
2023-08-29,73.14149593691315,8.956796264517289,68.2399766094036,8,1,99.79863530402058
2023-08-30,66.08433792891016,8.76738203667358,70.05095182631351,8,2,90.15997474837152
2023-08-31,67.3693030094776,9.521263594030101,64.4734635412623,8,3,91.59899333506657
2023-09-01,55.70852236635251,6.898347133659996,76.1778531821292,9,4,80.22055255423764
2023-09-02,56.96724935840631,7.477963389290854,59.349950450416046,9,5,80.66976956153124
2023-09-03,63.798672015618614,8.45696931373353,61.15074761406719,9,6,86.29785368756315
2023-09-04,62.21132793298688,8.258404059399666,64.16417558774171,9,0,93.15281451964387
2023-09-05,52.21760275107888,7.869048920393581,58.94520944368367,9,1,75.88696850931446
2023-09-06,39.29756658766186,7.021746568758308,63.515312526772775,9,2,74.77685059248746
2023-09-07,47.48554490438508,5.866720564007298,49.002150848264456,9,3,63.526919827589104
2023-09-08,54.56828823234106,7.641542448706988,57.77123674957701,9,4,79.34589806256524
2023-09-09,73.10457463659105,8.439290751959328,66.17229701102028,9,5,93.58882983722827
2023-09-10,68.64662284906281,9.331064371561402,68.68633793975233,9,6,103.13146001481643
2023-09-11,58.94701325265636,7.1155415926516685,55.392069015033734,9,0,81.59655310005168
2023-09-12,45.10539609145866,6.113358592734456,58.70373930717925,9,1,62.59399538945758
2023-09-13,34.11287838883231,5.286052668107349,60.29691542792,9,2,54.5439384407562
2023-09-14,44.697825923032,7.282249490053915,51.78208075984225,9,3,66.01965761696549
2023-09-15,64.51272086557087,7.709826247810565,56.855395297949805,9,4,84.00179871604865
2023-09-16,70.09196967058311,9.599282513077409,59.26767882616327,9,5,100.33965396669878
2023-09-17,65.5566680211034,8.20167339081847,51.78724043187525,9,6,86.56074194577846
2023-09-18,67.24189845071832,8.07852053517199,70.55309395847894,9,0,90.22189516013852
2023-09-19,54.815507566633045,7.807884165973277,53.19003389826718,9,1,65.15208865310805
2023-09-20,31.138197628244807,5.604698753310515,53.23573792485542,9,2,49.717362934903846
2023-09-21,41.38534423676695,6.846127278297193,53.36919411417264,9,3,70.37384544035694
2023-09-22,56.776322348710956,7.5290678559562965,57.71984470324473,9,4,79.51222080033068
2023-09-23,60.26647476472125,8.039223837085775,62.958891993483455,9,5,88.66188069500691
2023-09-24,72.22537178421416,8.149818689952733,57.6125124612808,9,6,90.36918825397363
2023-09-25,64.60162518181001,8.747633967416004,56.14550392461369,9,0,86.15426510087377
2023-09-26,52.10445285331096,7.287205287334372,57.821559933775745,9,1,70.74418403582871
2023-09-27,47.821230563466294,6.333659241022843,57.04926792461408,9,2,69.25598296176902
2023-09-28,42.52110663482059,5.025531694777089,52.193290509385164,9,3,68.19874663970441
2023-09-29,47.956522116272666,7.16091952263562,52.99490528322843,9,4,76.95203422190626
2023-09-30,66.32637108669257,9.524718671634595,51.08065699622576,9,5,86.02467344673083
2023-10-01,72.63325178631365,9.280069275785394,61.8147730681648,10,6,92.93897879258799
2023-10-02,62.91130936808461,7.956289086548127,59.40275103160744,10,0,89.913547008692
2023-10-03,52.06272148750126,6.4191103427796445,59.32582118420152,10,1,74.68085401607577
2023-10-04,39.932331296607835,6.6979950179865355,66.76556726118325,10,2,67.23758634089405
2023-10-05,45.298739218561046,5.980434043723884,63.537851738190625,10,3,81.89620980951901
2023-10-06,53.75399698050184,7.0349597092217655,72.1983018333055,10,4,86.4650244863378
2023-10-07,74.23447360897978,9.548813516682367,65.91542021220931,10,5,93.21055528321557
2023-10-08,76.61180550507095,10.264131829483011,53.91661329168199,10,6,98.65771626357785
