Antiguedad_Meses,Score_Satisfaccion,Productos_Activos,Balance_Cuenta,Transacciones_Mes,Target_Churn
76,3,1,5510.280566566647,9,0
72,2,2,5937.310547096128,12,0
40,2,3,7325.920830750898,10,0
99,4,3,3460.243779649983,10,0
63,2,4,6362.83601677679,11,0
109,2,1,8357.685703434296,14,0
36,3,3,3473.796309381166,8,0
30,3,4,4866.403122727406,12,0
55,4,1,11422.67739789786,10,0
90,1,4,7183.555006426516,17,0
16,3,3,7673.802259847154,11,0
19,1,4,12411.35813816051,10,0
21,1,1,8377.631407589535,7,1
56,5,1,2740.4994597236,5,0
53,2,2,0.0,12,0
105,2,3,1605.0524761702036,15,0
82,3,4,15.472831293055606,17,0
14,5,2,400.03833952804416,5,0
7,4,1,7914.248113392643,8,0
89,1,1,8169.490971346342,19,0
89,4,2,8050.283401493728,10,0
24,3,4,863.772880228651,11,0
107,5,4,6879.454109581576,10,0
31,3,3,5898.52428033716,19,0
81,1,4,12448.698487733198,12,0
67,4,3,2047.9920118954788,17,0
80,4,2,0.0,11,0
116,4,3,1317.6316671579689,11,0
71,2,1,7160.514454886632,14,1
97,1,4,2934.3406532257777,13,0
86,2,2,1314.8014018967506,3,0
20,4,1,2769.784530943518,15,0
68,5,2,4272.621442827979,16,0
68,3,2,7411.93994198144,15,0
85,3,2,4014.3968332352806,12,0
103,2,1,0.0,14,0
65,4,4,5208.0801345420905,18,0
97,5,1,5162.182117779315,7,0
25,2,1,2454.7568771693113,15,0
119,4,3,5583.313861599209,8,0
76,1,4,5019.568127509118,10,0
103,5,3,3141.6234646947933,8,0
87,5,3,5443.537024196423,15,0
82,4,1,1784.30343171094,19,0
87,3,1,0.0,13,0
87,4,3,978.3139414104385,11,0
76,5,4,7162.181257888893,10,0
110,4,1,5283.551241281754,14,0
84,2,4,12787.77465173179,9,0
26,2,2,3821.043721224527,9,0
8,1,4,6063.30121006129,14,0
98,5,4,4004.6574877849166,15,0
7,4,4,6399.924141147496,12,0
59,2,3,4047.641757749874,19,0
73,5,2,6756.050429972366,13,0
104,4,3,4425.776955856293,21,0
74,2,2,7944.072100233403,21,0
88,4,1,1622.3423023784449,14,0
48,1,3,9116.517158430554,9,1
92,4,3,0.0,14,0
110,1,4,7426.567558130315,12,0
102,2,3,4697.875848525009,12,0
104,5,4,2734.8403371773848,8,0
98,2,4,3840.537469532696,12,0
116,5,2,10745.141727706774,14,0
78,3,2,5919.316056120003,11,0
106,2,2,8113.028705351058,13,0
76,1,4,4685.788981536135,19,0
74,4,2,3202.9143225961598,12,0
114,5,4,3694.2703749094135,15,0
79,3,3,9856.272890868806,12,0
104,4,2,6305.9874765541335,13,0
95,2,3,8175.560266677739,12,0
41,5,4,9486.945332081796,15,0
59,5,1,5891.745214563647,14,0
62,5,4,0.0,16,0
118,2,3,3531.798663662495,15,0
101,3,1,7125.211415892016,9,0
34,3,2,917.6136179487216,16,0
100,4,4,5402.652996822128,9,0
39,3,1,4982.112114737666,13,1
103,2,2,273.3109409441131,11,0
39,3,1,0.0,7,0
24,2,1,5853.445053953304,7,0
114,1,1,1324.6671705215526,13,0
19,2,2,4015.207505170032,13,0
92,5,3,6427.243221697459,8,0
46,4,2,4844.432847142105,6,0
38,2,2,5402.523067695675,17,0
88,3,1,8242.740530556888,13,0
102,1,1,7649.784578719845,5,1
84,2,2,1598.10301361544,17,0
26,3,3,10853.135947589755,9,0
112,5,3,0.0,6,0
62,5,2,3541.455918412357,10,0
41,2,1,9857.641373373403,12,1
112,4,4,5272.784014467265,16,0
53,2,3,10834.507147643719,13,0
97,2,4,11265.022607123396,18,0
45,4,2,5318.012776361491,14,0
55,3,2,1876.1214351482872,9,0
38,3,2,0.0,16,0
6,3,4,4840.910120311058,14,0
89,3,4,3434.3083829243287,9,0
19,4,3,8704.587465916522,19,0
72,1,1,0.0,16,0
25,4,1,4789.695675868561,15,0
18,3,2,4225.541217908763,11,0
41,3,3,8231.566033857041,15,0
103,5,4,0.0,10,0
66,3,4,1450.8066983424537,7,0
82,4,3,5240.756406317487,12,0
87,5,1,0.0,15,0
31,5,4,4380.886180859149,13,0
7,4,1,5270.546398951061,20,0
83,3,2,0.0,9,0
43,4,1,3433.6057554199724,7,0
13,3,1,8642.081771236566,17,0
36,1,3,2063.428878537901,13,0
56,4,2,3136.705957017363,15,0
79,2,3,9395.35580934996,18,0
17,2,4,6149.6695859688425,7,0
22,4,4,3419.078124215899,11,0
25,4,3,0.0,16,0
61,4,1,0.0,15,0
30,5,4,3204.3121991401476,18,0
43,3,1,9566.609754880492,7,0
95,4,2,7958.663698752422,11,0
84,5,4,0.0,17,0
41,3,4,2070.5345739701515,15,0
14,4,2,6828.32708403633,13,0
74,4,3,1472.3717306364988,8,0
12,4,1,8754.184839405232,14,0
21,4,2,9828.466527452842,10,0
10,2,4,3756.8073305393445,11,0
99,5,4,4898.479584548163,17,0
91,1,2,5641.3288741955785,15,1
66,5,2,763.7916783431356,18,0
57,4,2,10683.547600050313,8,0
119,1,1,4668.404354672735,9,0
65,1,2,7334.582451291148,15,0
118,5,1,4693.812709182066,15,0
43,4,4,10192.318091318859,13,0
22,2,4,1816.911123486802,8,0
114,5,2,7143.813427391824,9,0
45,1,1,2031.8419705389488,14,0
12,4,2,2101.9792116470485,1,0
29,4,4,0.0,15,0
83,2,2,3583.423677864586,14,0
72,5,4,5530.914828689185,10,0
74,5,4,1357.3473515147452,16,0
35,1,3,11546.303888627663,12,0
41,4,2,6920.501593517771,12,0
75,1,2,0.0,9,0
34,3,4,11581.522901276196,14,0
82,3,4,5253.024289991354,14,0
13,2,4,8967.888277343813,9,0
82,2,2,3641.296752013227,12,0
12,4,3,912.4618216586928,11,0
67,1,2,639.6687318289005,15,0
18,2,2,5138.513482962129,18,0
23,1,2,4716.048756275972,9,0
83,1,3,2374.957598364486,10,0
29,1,4,6576.242895889707,12,0
7,1,1,6685.950906777929,6,1
55,4,3,1742.4251103189845,11,0
84,1,2,12697.627475784833,10,0
17,3,3,4351.363707331464,11,0
25,1,4,1563.531139010352,9,0
19,4,1,8267.417299276629,10,0
28,5,4,6418.965245395091,15,0
23,4,1,2009.9727664532425,11,0
41,4,1,1396.5664616620425,16,0
117,4,1,11049.425795032163,9,0
55,4,3,7692.386653550158,13,0
37,3,2,0.0,16,0
27,3,4,8722.621697842982,9,0
36,4,3,4500.162076975108,9,0
63,3,4,7267.566468219617,10,0
73,3,4,0.0,14,0
39,1,1,393.2578732343445,13,1
79,5,4,5924.315797239346,9,0
55,5,2,0.0,9,0
64,1,4,7902.918510861999,14,0
41,2,1,920.9546422803828,13,0
10,2,3,3760.5476163028384,9,1
100,4,3,3022.470117910314,12,0
49,3,2,7532.587978895617,15,0
87,4,4,10156.9403933952,14,0
101,2,3,0.0,6,0
16,5,1,10533.94150947892,20,0
43,5,1,8470.22420191872,11,0
46,2,2,7443.831647959547,11,0
70,3,4,4029.7882720583484,14,0
6,5,3,5927.593438276405,9,0
56,3,4,8736.696257464058,7,0
18,2,1,974.9813498321228,11,0
7,4,4,3000.2151219254283,19,0
93,1,1,4481.313749249401,14,0
67,2,4,5083.922638768468,11,0
19,5,2,3589.067659187671,11,0
81,3,2,9780.628145876522,10,0
49,3,4,7558.741875458603,12,0
55,1,4,0.0,21,0
49,3,1,7109.911460294166,11,0
76,1,2,0.0,15,0
26,2,3,7881.894405831474,11,0
37,3,3,5366.50944800588,7,0
37,2,4,10562.438548872204,8,0
69,1,4,2487.2947646954235,16,0
17,2,4,293.48750775012013,13,0
117,1,4,8018.24130479441,20,0
104,2,1,5173.7356597299695,10,0
114,4,3,5356.769446980491,8,0
64,4,4,5734.844824195124,13,0
70,2,1,0.0,14,0
50,5,2,0.0,14,0
99,5,2,6925.463951356618,12,0
33,1,3,5848.265662184519,11,0
19,5,3,5531.911105205135,15,0
33,5,3,4288.845269792174,6,0
14,5,3,3777.064298265708,10,0
19,4,2,0.0,12,0
7,3,1,113.76636525950198,6,0
10,4,2,4641.2516532910995,14,0
64,1,1,0.0,15,0
16,3,3,8595.861826612037,11,0
105,1,1,10013.459396837916,13,0
10,1,2,8861.40805467172,19,0
7,5,2,9146.296371579465,15,0
101,2,3,4332.749662779934,11,0
79,2,4,8162.82906755019,10,0
57,1,3,7726.831816057171,12,1
107,3,1,5949.028976718612,17,0
34,3,3,1966.439384896013,9,0
49,3,3,1820.7122653568445,12,0
74,4,2,4491.021156507421,16,0
58,2,1,0.0,8,0
115,2,4,507.9615901641291,11,0
18,5,2,9601.416339938347,6,0
27,4,4,486.4187137008885,6,0
6,5,1,0.0,11,0
25,3,2,4318.201525269281,14,0
60,4,1,2390.698560499568,10,0
15,4,4,0.0,11,0
119,1,4,7812.049128050656,9,0
101,5,1,2782.437189533515,11,0
119,2,4,3776.6426704629152,19,0
50,5,3,7375.283758516369,13,0
35,1,4,10595.746737760723,9,0
71,1,2,1689.2753465216538,11,1
118,4,2,12162.878346238584,9,1
66,5,1,4507.683933424762,4,0
101,1,3,5342.705840170467,7,0
80,5,3,2178.8377296094527,11,0
82,5,1,0.0,11,0
96,2,4,2188.2040486639607,11,0
60,2,3,3664.244926830728,9,1
74,5,2,5894.018553475034,10,0
111,3,2,11974.57769052271,15,0
28,3,4,4934.537016847614,14,0
76,4,1,1587.5963077010279,9,0
55,1,1,5801.561924684812,13,1
20,1,2,0.0,19,0
108,4,2,10394.568752233146,13,0
23,5,1,1954.603158368996,15,0
84,3,2,6394.410209534691,13,0
70,2,4,7918.414896314311,15,0
106,1,4,0.0,11,0
72,2,1,3874.773092565413,14,0
51,3,2,5128.8306198772325,16,0
39,4,1,3381.7665086418247,15,0
32,5,3,10060.09624432445,16,0
100,4,2,5677.257673617806,15,0
16,1,1,0.0,11,0
35,1,2,52.74065547221926,8,0
10,3,1,8900.975072246734,12,0
58,4,1,7209.034994962904,11,0
16,3,3,5187.2627450067175,10,0
119,5,1,2826.3755105668542,20,0
84,2,2,3958.271984152469,12,0
27,1,3,0.0,15,0
84,3,1,10614.16419959046,12,0
9,2,1,4221.886613766434,11,0
88,5,4,0.0,8,0
34,5,1,3279.109063381272,11,0
113,5,2,0.0,13,0
60,4,2,12430.393543418017,16,0
20,3,1,2092.738989362314,13,0
46,2,4,9721.944441267653,11,0
93,3,1,873.9521816529314,14,0
14,4,4,5112.618651739462,14,0
104,2,2,5004.53680623068,10,0
119,3,1,7520.65369714615,9,1
36,2,2,8790.211564618287,18,0
54,3,2,6905.392311767299,11,0
97,5,2,0.0,9,0
13,2,4,8533.208632125741,13,0
84,2,1,3435.7625668589817,12,0
101,2,3,5118.482843918972,15,0
55,2,2,13572.294359530122,8,1
101,5,3,3419.075848177058,12,0
111,2,2,3989.149855064405,12,0
13,4,3,4699.0469666694225,10,0
58,4,2,2726.379792475986,6,0
56,4,4,5213.734768369388,8,0
19,1,1,3245.9866269756067,20,0
111,1,1,193.74342789041293,14,0
21,3,2,11620.84586413476,6,0
64,2,3,0.0,11,0
98,4,3,3236.820685113757,10,0
33,2,4,5693.754466536781,13,0
54,5,3,9634.25158517967,9,0
52,3,4,5619.836116717899,14,0
36,1,4,0.0,12,0
59,3,1,4161.71065281193,11,0
79,3,2,7284.419026537467,13,0
28,3,2,14230.102036320723,10,0
58,3,1,6860.454411366341,17,0
77,4,1,1689.0613122566597,16,0
27,5,3,3552.19661904306,15,0
70,1,1,8561.383619972923,11,0
50,5,4,5944.664844926018,12,0
46,2,1,8648.003215894762,16,1
68,1,3,3313.0595566668417,8,0
91,1,2,7522.841593509054,15,0
12,5,4,3289.315952825164,9,0
71,4,3,10248.224353908883,12,0
30,3,4,7005.038830006047,20,0
55,3,3,13754.19732969197,14,0
100,2,3,1075.6011807257878,12,0
100,4,3,1043.4308567058006,13,0
112,1,1,5015.466726718284,11,1
108,2,1,7796.341742166968,20,1
107,2,4,2757.129233196817,13,0
91,3,2,6216.2848216514185,11,0
107,2,1,1941.7702665116794,15,0
56,4,2,10276.559867475018,14,0
33,5,3,8050.929240494959,14,0
43,2,4,1214.193236229395,8,0
70,5,3,7740.235436069186,9,0
26,1,3,0.0,12,1
84,3,1,359.27420194849856,6,0
43,4,1,1504.4257854855564,10,0
37,4,1,920.8476265986728,8,0
61,3,3,6489.635150533859,13,0
15,5,2,4777.678933333405,8,0
19,3,1,3761.226229725655,12,0
19,2,4,0.0,16,0
100,4,2,4710.607047210575,11,0
57,3,2,5487.237619003685,13,0
19,2,3,5039.093432750478,9,0
107,4,4,3391.6590807358907,16,0
20,5,3,0.0,19,0
75,1,1,2524.824395212007,16,0
85,4,1,4653.947549379345,9,0
106,2,4,2711.179839633557,11,0
8,5,1,4268.225378532068,11,0
113,4,4,0.0,9,0
20,5,3,3644.738822070585,17,0
69,3,4,3397.5812247577514,9,0
31,5,2,4959.59519841196,5,0
77,3,2,5315.79441724769,10,0
57,5,2,10969.498333349771,8,0
70,3,1,8942.477555459103,10,0
67,5,2,0.0,10,0
33,4,4,1383.6266742262974,11,0
44,3,2,2938.66704477658,13,0
74,3,1,841.9325080806238,12,0
106,4,2,0.0,17,0
48,4,2,2608.7993012781317,4,0
82,2,1,4534.295071511768,9,1
38,3,4,4673.901440143497,10,0
93,4,4,4201.330000564706,13,0
18,5,3,10308.073410509314,15,0
79,2,2,5473.013247942151,11,0
88,4,2,7937.144402151642,11,0
74,3,1,5898.139990372691,15,0
14,5,4,1277.8133266555615,9,0
89,4,3,0.0,11,0
52,3,4,2117.1121820591775,10,0
35,5,3,6461.027267950943,11,0
26,1,2,8237.73466809106,11,0
33,5,3,9568.106560189499,17,0
26,3,4,5450.78399394755,22,0
13,2,3,12595.99036780337,18,0
40,1,1,3793.371167328291,6,0
67,4,1,10356.234514907188,9,0
68,4,4,4880.365131506682,11,0
87,3,1,9233.129981518934,14,0
86,5,4,10042.394696206673,9,0
98,1,1,8203.420857053545,12,1
119,3,1,4047.2636983237285,14,0
84,3,3,7398.906615732605,8,0
8,4,1,10989.476189422017,12,0
98,2,2,6488.674776755857,9,0
30,3,1,8898.132340887292,11,0
81,5,3,7946.88361794063,9,0
45,3,1,7962.795881243613,9,1
53,1,3,8097.210210544918,8,0
80,1,2,1123.935695568759,17,0
15,2,3,83.88244148437752,11,0
59,2,2,9066.05319518023,14,0
118,4,1,0.0,13,0
82,5,1,0.0,13,0
66,1,2,13239.042319343516,17,0
61,1,2,1641.6465719394223,16,0
84,3,1,7056.331159948797,12,0
12,3,4,8699.718211165371,10,0
43,3,1,6689.950766026464,12,0
87,1,3,8704.47621714463,14,0
95,5,3,5706.832125656203,13,0
34,3,2,2295.249195209501,13,0
41,5,4,3520.540427110627,7,0
40,4,3,761.9738505678306,10,0
95,5,1,0.0,15,0
90,2,1,3266.415499420683,16,0
50,5,4,5336.042350495398,8,0
42,3,1,8434.828063082881,11,1
59,4,1,4445.069180352324,12,1
51,1,4,2310.5744273268515,17,0
34,4,1,6788.808670003158,10,0
63,4,3,4059.008711728158,8,0
11,3,4,2785.9451536649685,7,0
51,3,1,10367.215083946996,13,0
63,4,4,6447.496238331203,11,0
76,4,2,0.0,11,0
35,3,2,9540.975147600724,11,0
64,5,3,6849.486607064388,10,0
111,1,3,7831.19245750759,5,0
107,4,4,5161.447544795026,14,0
36,4,1,0.0,8,0
57,5,2,10578.595111333809,17,0
63,4,4,74.48058239231977,11,0
31,2,1,4674.626619634092,14,0
42,3,1,428.0184774769905,11,0
111,2,3,10945.314903362638,6,0
53,5,2,3371.716351810657,6,0
118,2,3,11372.752996663687,13,1
98,4,1,6204.4722335276365,9,0
32,3,4,10742.419807583437,16,0
8,3,2,3725.4177427239865,13,0
10,5,4,0.0,14,0
32,1,4,3266.7367177911,11,0
60,2,4,13012.54819727749,10,0
36,2,4,8048.9472578418845,16,1
28,5,4,12735.850751567352,15,0
19,3,2,8905.463408440173,14,0
49,1,4,0.0,5,0
50,5,3,8301.071814115741,9,0
91,5,2,10110.269871153987,10,0
74,4,3,2257.7172209229007,9,0
7,1,3,6937.344868771404,4,0
63,4,3,5105.265144866866,12,0
17,4,1,0.0,12,0
50,4,3,3084.5502088739822,9,0
113,1,4,5308.898940211475,13,0
59,5,2,6348.542924509628,18,0
115,2,1,4780.008533008337,12,0
26,5,1,7776.501512241206,9,0
30,3,4,2586.9538789307594,8,0
23,1,1,6571.934431195433,9,0
29,3,4,12332.2734227289,16,0
70,5,3,8046.860467150462,18,0
23,2,2,0.0,17,0
62,1,1,8069.520772515714,11,1
43,3,4,2488.1493736971347,11,0
81,1,1,8814.897433004537,10,1
97,3,2,11701.791589946108,11,0
49,4,4,3855.993959725409,9,0
101,1,2,7409.62517354646,14,0
86,1,4,4170.791593141894,14,0
15,3,1,16410.498160050774,16,0
70,5,2,15856.026173041872,11,0
57,5,4,129.30814259643557,10,0
13,2,4,5569.703015489336,18,0
21,3,4,9160.22047210237,10,0
19,1,4,8321.474020362682,11,0
34,5,3,1836.2785523381808,13,0
58,3,4,3722.694581459922,15,0
30,4,2,2865.7673746384003,5,0
77,5,2,5428.41400602994,15,0
79,1,3,4505.99216622927,10,1
46,5,3,7236.349897024904,10,0
54,5,3,0.0,11,0
55,5,3,2639.3752298863806,9,0
63,5,3,10164.831001420811,9,0
102,3,3,12210.24741555033,11,0
37,4,1,6260.976455860479,15,0
28,1,4,6836.243982716882,13,0
35,4,4,4453.232084496734,18,0
11,5,1,5446.497263275568,15,0
54,1,2,1173.6204950346923,13,0
99,4,2,7367.477226754354,14,0
17,3,4,46.37760005378641,10,0
61,1,1,3475.6841277832914,17,0
20,4,3,8548.551245524786,11,0
22,1,1,4802.98313659216,17,0
18,3,4,3028.217929899684,16,0
16,4,2,7545.221663291108,11,0
96,3,2,7446.691514996461,11,0
38,3,4,9105.016964552757,10,0
7,1,2,3624.338969983188,16,0
95,4,4,4041.9059280374013,16,0
7,1,1,1216.3705647554048,17,0
28,4,3,3295.4753246848622,15,0
78,4,2,6381.981711912998,11,0
50,1,1,2004.817261596511,15,0
84,4,1,4510.424144745353,13,0
64,4,2,9331.024479755608,16,0
48,4,2,0.0,12,0
108,1,2,974.56687283366,12,0
32,5,4,5476.925209067393,11,0
113,3,4,7813.079838698657,8,0
101,3,2,8269.21136060071,5,0
80,3,2,9186.324949779762,12,0
17,2,2,2444.316974378188,11,0
38,2,3,0.0,14,0
90,3,3,8497.43218180492,11,0
27,5,1,5253.6593904791725,16,0
109,4,4,3577.10959548313,17,0
29,2,4,6096.59374536316,7,0
51,5,2,8732.657405055057,20,0
28,4,4,7546.396908977599,9,0
12,2,1,278.2968428989534,15,0
25,2,2,11499.432670880458,10,0
47,2,2,0.0,12,0
68,3,3,4452.9948103163115,7,0
116,5,1,2474.050268379821,9,0
27,4,1,3842.978579279087,4,0
45,1,4,657.8612978552765,11,0
106,5,3,5978.487465118081,17,0
85,5,2,6149.725657273904,8,0
112,1,2,6990.444905935048,9,1
105,1,3,9141.11344116525,14,0
106,4,4,1315.8079332481284,12,0
51,4,1,0.0,11,0
39,4,1,14605.261509123136,15,0
76,5,2,9952.316064292638,11,0
32,5,3,5734.7152090046175,10,0
26,5,3,7215.372004149678,20,0
52,2,2,4803.7804161304075,12,0
66,1,2,169.7902330331999,12,1
108,2,2,4747.298592328673,19,0
26,4,2,3147.546837860965,12,0
50,1,3,3371.4034343729854,6,1
48,5,3,7813.169032240314,11,0
74,1,1,9177.535972611373,13,0
115,2,4,7615.585457649591,12,0
59,2,2,0.0,10,0
31,3,4,5272.798907456511,14,0
81,2,1,3481.978564890608,11,0
32,2,3,1759.690174531666,13,0
30,4,2,9159.765766636512,11,0
103,2,2,0.0,13,0
12,3,2,0.0,12,0
92,1,2,11492.803919490405,15,1
94,4,1,6360.691353102959,13,0
23,5,2,7663.735133829243,13,0
7,5,1,6762.114444322064,11,0
45,3,4,4432.836646391703,9,0
22,4,1,9401.449900284664,7,0
67,3,2,5572.625418769904,13,0
56,4,4,0.0,15,0
35,2,2,4485.416283806451,7,0
8,4,3,6490.904766706031,14,0
83,5,3,7906.300585792473,7,0
58,4,1,2854.6648182394088,3,0
57,5,1,5369.070942062741,18,0
20,4,1,5259.8193454512675,14,0
50,5,4,6387.672151323617,13,0
72,5,4,3189.7645672521194,16,0
49,4,2,5616.828344585,8,0
29,5,3,3046.705974753271,7,0
21,5,1,9255.152257248817,9,0
110,4,4,6966.951090318853,14,0
14,2,2,3037.9307380059226,16,0
45,2,2,4711.361324308341,9,0
26,3,2,6337.004220538097,6,0
14,4,2,9065.48740217611,13,0
53,4,3,9442.59621931249,14,0
78,3,3,12265.712213985142,11,0
29,5,4,5960.359162349094,11,0
99,3,1,6146.364917840216,15,0
32,2,2,5546.920675962512,8,0
48,5,3,10483.39720766381,7,0
27,1,4,6239.6635960916265,14,0
96,3,3,9712.522521478306,14,0
34,4,1,144.9676899459073,15,0
119,3,3,5852.150589273276,9,0
11,2,4,12919.048391881883,14,0
104,3,2,5550.8963224697545,7,0
71,1,2,6765.992442134531,14,1
93,3,2,3252.846478179438,9,0
68,5,3,2951.393822774799,7,0
83,2,2,11284.280025813041,7,0
80,5,3,0.0,18,0
57,4,3,2738.36377095242,16,0
69,4,3,6304.011692259111,11,0
20,2,2,1884.2437725115547,9,0
47,3,2,7243.672515373676,10,0
89,3,1,12184.622510356758,12,0
92,3,3,2426.8889237794365,10,0
9,4,4,6853.785579266563,9,0
105,4,3,2510.9138674706287,19,0
53,1,1,8701.357090129388,10,0
89,4,2,0.0,10,0
64,1,2,8284.091928398404,13,0
18,1,2,866.8465618869768,9,1
78,1,2,16321.468759593296,12,1
102,3,1,0.0,8,0
113,5,1,6254.850407088611,17,0
20,1,1,4785.0463639122445,10,0
62,2,4,3641.3094560938916,13,0
67,4,2,2191.023527303709,14,0
46,3,4,6184.101589200753,16,0
21,4,2,5590.334962373607,11,0
72,3,3,6607.386325409681,10,0
87,1,1,10325.679554579932,9,0
71,4,1,3700.07037140095,12,0
13,5,4,12555.690743644556,14,0
46,4,2,0.0,16,0
96,1,1,4232.801299103179,11,0
27,1,3,8234.124474684777,13,1
37,1,3,1954.0520565105503,6,0
50,3,3,5476.596825239802,12,0
107,1,1,8.798649753134669,13,1
98,4,4,11995.58708920288,11,0
103,2,3,1437.6705618088577,11,0
73,1,3,0.0,11,0
107,3,2,2413.594534990719,11,0
80,1,4,3568.294535589309,11,0
13,3,3,6018.885946165411,15,0
98,2,4,409.67364853174513,12,0
15,1,3,5333.586563503267,17,0
50,4,1,6837.562324646152,11,0
96,1,2,983.6486887906135,18,0
74,3,2,12589.15897951625,11,0
72,5,2,0.0,9,0
83,4,2,6646.00325962691,16,0
81,5,2,6664.295307421413,12,0
112,4,2,11803.054448953746,13,0
27,5,4,0.0,12,0
48,3,1,8832.87790502881,9,0
118,4,1,5361.876268947861,16,0
105,5,3,16604.12700904865,10,0
117,4,2,2770.1251111819356,16,0
88,3,4,2166.645879858642,18,0
77,5,2,4762.1735376149745,18,0
85,5,2,13460.792118748584,18,0
86,4,3,9401.639282799446,5,0
10,2,4,10756.420088747207,15,0
86,5,1,13910.550110743565,12,0
44,4,1,4923.406625265759,16,0
79,1,4,7315.345187129555,15,0
119,4,1,4216.990591872776,15,0
53,1,3,0.0,10,1
38,1,4,4710.950643501127,9,1
92,5,1,8537.919895710795,15,0
106,2,1,10246.33439258839,14,0
10,3,1,0.0,11,0
63,3,1,9267.050339907633,14,0
86,1,4,0.0,13,0
75,2,4,4204.757863430954,11,0
92,1,2,1945.3028005918022,11,0
24,1,2,1332.9529086709845,15,0
93,1,3,8062.4349469587905,3,1
108,1,3,537.3851079097312,15,0
37,3,2,3034.759513172018,9,0
26,3,2,4381.978712733063,18,0
64,4,2,0.0,12,0
78,3,3,6647.214463067284,10,0
61,4,1,8150.422394505122,13,0
93,4,1,0.0,12,0
13,3,1,2996.5066576794616,11,0
104,3,3,6243.5118505597275,11,0
85,5,3,10085.457729523947,13,0
43,4,4,4851.852876149103,18,0
109,5,2,6450.6275877231965,16,0
80,4,2,10067.44612059707,13,0
35,1,1,7866.49008391707,4,1
70,3,1,1654.6135982462556,13,1
110,2,4,9421.509123379963,11,0
51,5,2,8937.337130487991,11,0
105,2,3,7442.376630450877,12,0
22,4,3,7897.437412282877,13,0
50,1,2,3070.608350179381,12,0
20,3,1,4191.855718987473,13,0
95,2,1,0.0,7,0
57,3,3,606.1784328823687,14,0
19,1,2,12255.161373810864,9,0
98,4,2,6863.94558985425,15,0
99,4,1,4891.718188574408,8,0
119,5,3,1375.43184721031,12,0
90,4,4,3858.6547751923317,12,0
108,3,4,994.7609419081109,13,0
92,1,4,2541.9377730644055,9,1
61,3,3,0.0,14,0
116,4,1,4399.284716182032,17,0
14,1,1,533.7543862509228,14,0
56,2,3,4855.005846460768,10,0
56,2,4,0.0,13,0
23,4,2,7921.486358370157,7,0
119,1,4,825.2911474202692,15,0
11,4,2,0.0,15,0
31,1,1,742.3456360349828,12,1
76,5,4,0.0,16,0
111,3,4,5870.287606830505,8,0
37,5,3,0.0,13,0
72,2,4,6014.695339830421,4,0
7,5,1,8219.456308978715,11,0
49,1,1,3683.0688397553204,10,0
51,3,4,2237.5441395877215,12,0
84,1,4,10318.844425691868,14,0
70,1,1,1018.5135003676123,15,0
41,2,4,2732.4914811055805,10,0
64,5,1,9318.743338808505,9,0
98,1,2,2193.097478634516,14,0
95,3,2,9112.247756349016,21,0
114,4,4,3895.0101081681287,12,0
23,4,4,7258.839766286754,10,0
23,2,3,8399.548720707848,8,0
30,5,3,4019.017350604923,14,0
32,5,2,4622.264994384163,7,0
42,3,2,2071.8899216306513,26,0
117,1,1,7953.643292077675,10,0
66,1,4,2822.1803740940786,6,0
88,1,2,3053.3151823919025,9,0
115,1,3,0.0,11,0
90,1,4,4961.522367925312,12,0
89,3,4,631.7920850568571,11,0
74,2,4,2977.084427371611,16,0
95,3,1,7972.63170746457,15,0
119,2,4,4084.3868175738835,12,0
38,1,2,0.0,12,0
8,1,3,4362.4814955441425,12,0
43,4,2,5949.974049151007,13,0
40,1,3,5504.373514434382,13,0
105,1,2,939.4947873982105,8,0
47,5,3,473.4619394393412,13,0
102,5,3,11053.860593798181,15,0
118,3,4,0.0,12,0
113,1,3,3473.849439800674,7,0
45,3,3,471.1703690845279,11,0
105,2,1,9474.60987405383,8,0
104,5,1,4284.4813426021,6,0
42,5,3,1082.909542845322,7,0
76,1,3,7916.638042370297,13,0
19,3,3,0.0,15,0
96,2,4,0.0,13,0
64,1,4,5240.640462537571,12,0
12,2,4,6121.005609218826,11,0
79,3,3,7382.424095607211,12,0
110,2,2,0.0,15,0
113,1,3,0.0,10,1
48,3,1,9449.257067603765,15,0
51,3,2,6848.551232647668,18,0
83,3,2,0.0,9,0
61,1,3,7131.488096927755,16,1
23,4,4,6543.519407868349,13,0
84,3,4,4656.383487371581,7,0
30,5,4,10643.634269154947,5,0
91,3,1,0.0,16,0
119,4,4,5602.225615731449,9,0
78,5,3,6673.340888820725,9,0
116,2,4,4923.169058677028,11,0
17,5,4,6842.86987465921,11,0
93,3,3,5712.487338174514,15,0
71,3,2,3247.6510392233886,11,0
40,1,1,4679.8864094951,17,0
43,2,4,0.0,8,0
57,3,1,4072.582453718637,13,0
100,5,4,0.0,7,0
79,5,3,6521.403776832527,11,0
83,2,4,5369.451585430328,20,0
63,3,1,6065.789041726082,7,0
108,3,3,4200.433960313763,10,0
58,3,4,6485.936885254254,21,0
61,1,1,9560.110744762991,13,1
101,2,1,5706.913476865482,15,0
98,3,2,5772.279461283803,15,0
19,2,1,0.0,12,0
88,4,2,16883.51777398668,11,1
17,4,2,3709.617645777167,20,0
87,5,3,6934.1679347118325,12,0
114,4,3,7659.971382857129,7,0
35,2,4,2285.534270913609,12,0
51,3,3,9183.879984965062,9,0
73,3,2,14101.66967802172,12,0
